review_id,order_id,review_score,review_comment_message,sentiment
468e3f4526eac62fb52b61e046cf14f1,50b8c557d8dd265d4417824162c5888c,4,"Works well, does exactly what it says. Solid buy.",positive
6f77388cb5282448197808f9c0a0942b,fcba992b4475ba26d07f17a27a23096a,5,Delivered on time and works perfectly. Very satisfied.,positive
32a861182e8e9e043a26e5100e4ccf40,faea7789087057a70709d72b02d2a429,5,"Wow, this is even better than I expected!",positive
9b5500418de400c99c1844c34b4bed8e,e2efd05161881ff66ece867b9221e6df,3,Reasonable product for the price point.,neutral
c6c83709b76ebaa0ba73d219eedcb314,d192544ec2b865ca0055b5c559bca196,4,Happy with this purchase. Good quality for the price.,positive
3eaaf136ebc1537c5d798139e43d7ca6,7d8db373393c49a61b22e4688965988e,5,"Wow, this is even better than I expected!",positive
396a511f928dcbb73efeebab1586eab0,4e839b1ce670c701bd83a9d9aeb58969,5,Delivered on time and works perfectly. Very satisfied.,positive
63fdf84481d7d818f505ebd0b73eed52,ec34ce0f06a9a35ebf0f0496d595bc84,1,Complete waste of money. Nothing like the description.,negative
84cf83199070920cf426149f8944db5d,1e0902a76612d4d2268202f4f00e11d3,5,Super impressed with the quality for the price.,positive
af372dceea8860a7a19bf296ecd15dc0,ddb4aab3495ab19d0fa7dbb5aeb703b9,3,Average product. Expected a bit more for the price.,neutral
aa0dd77c6b16be718e0cb1d48b96938c,41901ef295b6a4e15de7843558af4ebe,4,Really good product overall. Minor packaging issue but nothing major.,positive
3fd2952aae89e345a13f7a5ca0554245,34c2707d493d8e4ef72b5c8b9fcc76ee,5,Great value for money. Couldn't be happier.,positive
cf54f2a2357c1f8845030dc6756ca24b,f0fd20d755f9483ae15892625f3e603d,5,"Wow, this is even better than I expected!",positive
dae10d3a3a48c9755651defac2152d71,67ad45f6efc3483b12ad1dcc36d868b5,4,Happy with this purchase. Good quality for the price.,positive
ed3342eb1493110f9a440a229676f6a4,6e089ddde2c178b6b61fcdda22c9e84e,4,"Solid product, meets expectations. Would recommend.",positive
1f57ecb3f93be658c338ed216bab4096,afffe744c625af23449137b8f832e630,1,Product was damaged on arrival. Requesting a refund.,negative
a646c3106b4a61862a6010448577e1fe,0961e67affdacb23a647b67618e2bc70,4,"Works well, does exactly what it says. Solid buy.",positive
4ed321cee6ea37ba6e866b89dd28d298,a4c94baa526c2e39251e807cda61c524,4,"Good quality, comfortable and well made.",positive
72149ae9f715669e9ca0904ff846b1b7,60a492c2bbc08611ea853991c8cc8515,5,"Amazing product, exceeded my expectations.",positive
3d1378c1b772af57a1e6fd6e3e387b44,882554ccc6f6b9d99fcab37ef645ed14,5,Top quality product. Will definitely be ordering more.,positive
4181c5b4cb24ae34dd6d2f54053b3b32,9560aa739add27151f49eb54dc654667,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
cf467b4a7022b19868358b70090c7f2a,2e99433024f415d8bda635a5f0615a25,5,"Amazing product, exceeded my expectations.",positive
10ca7b2f2b9c234ea21fa3e24d64627c,962deb19ddb93d915e52a727506752df,5,"Wow, this is even better than I expected!",positive
08a92cebf9a4f88f48dd916f24c45951,90da6c29892f7992fba135aae37af2eb,1,Worst purchase I've ever made. Very disappointed.,negative
557334e27f836d41723b5babdcd3817b,4050a0495b8fab90bb5285f6c37d61e9,5,Delivered on time and works perfectly. Very satisfied.,positive
6cb2e360d7f32f17d46f5921b51eabd7,53345dc7af2a7b39baff492cdc8005c1,5,Delivered on time and works perfectly. Very satisfied.,positive
a810e7f2387b78efda518ebfd73380e8,48755ebcffac911029c4d20f6ac536ac,4,"Solid product, meets expectations. Would recommend.",positive
19f6520280be69addd20b91e1f457a7e,d00e79f339bb76a1b6dbcc8cb41934e7,5,Best purchase I've made in a while. Highly recommend!,positive
c0c84bf9fac5c337a205232f04e02b41,1df5ad6aeceb5bb17ae3e7a095592d23,5,Delivered on time and works perfectly. Very satisfied.,positive
82acfa2a545d12b6b889550491eff64e,dabe75dc242585e529fea2c265e70da3,5,Top quality product. Will definitely be ordering more.,positive
689de8cb4fd779a82361dc0a3500c23e,09d8a4bcd943fd4bfc7dd6b64b7c328e,5,Delivered on time and works perfectly. Very satisfied.,positive
bb5a44bfe1d17fe278f7c14c375df98b,c2fd626797fb5ca566e69305eebca31a,1,Worst purchase I've ever made. Very disappointed.,negative
29aeeca2ed21aedc552cc21421eeb983,cc2999bc678cab0949b90c4759d7a284,5,"Amazing product, exceeded my expectations.",positive
0ba3dfc866351b41e329667b202c5216,6aa2fc0ec99ae145158d9f9f790ada82,3,"Not bad, not great. It works but feels a bit cheap.",neutral
a01cf16e0129c500c015cb3bc19ed128,ab27a99818cdb3007d7a107f62ab4aea,4,Pretty good! Slight colour difference from the photo but still nice.,positive
1678c0b0c673dd885d42cd0c39d07319,4a1c3a5476f1ec2b160b6ccd4e8d8719,4,Happy with this purchase. Good quality for the price.,positive
f3cb6ec8ea25d2da084ad439e68d9229,86a6d09b2d1149ef6c9e0f8bf09d3a7b,3,"Mixed feelings. Some aspects are good, others not so much.",neutral
d0f81de2ce70e0f3056abc77ab56087d,ca843d205ec288c96c0133bc678c44e8,4,Does the job well. Happy with my purchase.,positive
6358de585ddca379f5320cd6f9a2a608,cef5e3ca97aed8bc63fe5f55a26633a6,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
41e3459f55b302caeecc3c100eda791a,80000ae9d118d79953522e35cce34f13,4,Pleased with this. A few small improvements could make it perfect.,positive
ca79d98533c33a3d9bfb194e87fd0100,0ebc490cadb55779894fe2a498e64439,1,Never arrived. Very frustrating experience.,negative
6c056cb57b4bbe66ce3eb2a02a723c33,70651ffdcac01fcb5e75f222120d627f,5,Perfect! Works great and looks even better.,positive
466b440bc1e0ca38fe67cfbd53ed3c56,42c8c432478c96a21d6b78c5350ccd28,4,Pleased with this. A few small improvements could make it perfect.,positive
cf63c64140f2845e14395592fac8d299,0dd96ab2fca2927658c83b7e2e954ec9,5,Perfect! Works great and looks even better.,positive
c9a1f2403bd9117d0c4b219322d71291,2ba6e26fe85d1d6a13cc4d830c88c1ea,4,Pleased with this. A few small improvements could make it perfect.,positive
e094b68d4516516cf5309ec13ef48185,9885b9682bcb820c6a33464aa0bc683f,4,"Good quality, comfortable and well made.",positive
c864d7ec3ced3f441f9b6d45d78e1f8f,fbf7da560930fa17715f1fa8e0b4ac81,5,"Five stars, no complaints at all. Would buy again.",positive
6047838dd8a5dbb8c9ba0ff132ad9748,0190e75feb05f78ccb1b56853ca4f6cb,5,Best purchase I've made in a while. Highly recommend!,positive
f85272c88581bf5fbd3f19bf226155a4,48e081b41ba80f4327ded0c709f696bb,5,Perfect! Works great and looks even better.,positive
07eea78b85cbde03e0a6b298dbbbbc90,25876bdef3cecd304a7be7b88c6522df,5,Top quality product. Will definitely be ordering more.,positive
2c8085c00b5cce9849b6e3dfe1f518b4,3a48b55756a18df2a80f25a120eac75e,1,Terrible quality. Broke after first use.,negative
122a1c2dbe10fa3269b698ba0451f4b7,bcc74496281fa806f6939a8d8f80f232,5,Super impressed with the quality for the price.,positive
cf4134f0bb2a437987b0103478b43432,800447e795f2bcf1009e0b2a88d05bbe,5,Great value for money. Couldn't be happier.,positive
a9b7048c20aef8652c905159aa8c076c,6cff0c3dacf64bb7cb2ad584b81b7d0d,5,Delivered on time and works perfectly. Very satisfied.,positive
a66b1fbd316d18f83e7c029f1b0c6591,0ddc19990b82039355525481533ea7eb,1,Do not buy this. Extremely poor quality.,negative
3ed02aadc78818910dc6e3e49c654bd2,d8337c037ad19b2a0b903ccfc3e06464,1,Complete waste of money. Nothing like the description.,negative
3dc1a097f2f5b5798e96e2dd0f35d928,b50261ba6fd497d968f45d9687e27e84,1,Awful product. Returning immediately.,negative
87be6a8df95bc164ad277055c7aeebfa,afff419a18c7e010d1e4fd0df0c45940,4,"Very good, just took a bit longer to arrive than expected.",positive
9ad50af4e2c5b5e39dbd3ce1146e44c7,50f578c4c614fa6e0466f3a624487da8,4,"Good quality, comfortable and well made.",positive
765e77727f9e2f992854535a9679952b,50dfd1d8502e5ef282d85dd49cee6db5,1,Never arrived. Very frustrating experience.,negative
d5dc6084ed4198e54e44e1c243215c6e,de11314f84cd5578a36ab8312ab5b5df,4,"Works well, does exactly what it says. Solid buy.",positive
a807ea65e5f33c7fdc436a6e95676660,33526a04c7941ab386cc410962b171a0,5,"Five stars, no complaints at all. Would buy again.",positive
48b59eaf14d7413f9bebc31a061d54fa,66305a754211cca47c3a2a59addf19ba,5,Top quality product. Will definitely be ordering more.,positive
f0b6ede24d7073851a57c4af0aa6a588,84705956de681a2d1420bd90d7667472,5,Delivered on time and works perfectly. Very satisfied.,positive
00ec2e22614a0ce03a2a3c15b718493b,a1f32c6c2615f5638247552c003abd14,5,"Five stars, no complaints at all. Would buy again.",positive
a32989ffc67a5d5892302a0dea532491,fbdf13b5cfcd66dc81e7fc629df1877e,4,"Solid product, meets expectations. Would recommend.",positive
6e43c9a8a103e63f75f61b01d834c891,bf475f9672e3314e2f2b503ceb340fd3,5,"Wow, this is even better than I expected!",positive
2236592b60b5a6d013ef4ddead6eca6c,b100288d2ef3b6e474121c21d2af0678,4,"Very good, just took a bit longer to arrive than expected.",positive
e2415bbb2385b3930ee8e230ee8ede4d,3ba7bbd7b7686df219611578ece6918c,3,"Not bad, not great. It works but feels a bit cheap.",neutral
b477254f5dc96ba7f9497e31303b4b65,6f4d7831b4beb4c6c46bbcbf3a84df71,4,Pleased with this. A few small improvements could make it perfect.,positive
b1edac83e9b8ccc19ca216ac75ec4b59,22036cdcfe0c280a53567412a2bc04b6,5,Perfect! Works great and looks even better.,positive
f4704c43096d36a2a95ca53d530aa20f,81b1fd6b50d083d07912773bb6c8095c,4,"Very good, just took a bit longer to arrive than expected.",positive
6e172eac656c7892d89d81278901fc41,591776df8fe679d1406cdf74040ba972,5,Great value for money. Couldn't be happier.,positive
fe402e28e225c2b468946a5825d0e494,40a53ec6d0f15a6e4366a5e07c5f6ce2,4,Pleased with this. A few small improvements could make it perfect.,positive
e87df074513d39113a51d6b558e72248,b77c6d3c0334b27a51f220038f0ef8ac,5,Top quality product. Will definitely be ordering more.,positive
399a89ec5a8b10b491c6e50af20fd5cf,cbe19a86b0486bc9bfe295be1a564ff9,3,It's alright. Might look for alternatives next time.,neutral
c5ab0934968065d986a65f00567d4c54,8d74231228bdbc2e89fc0125abfc1c87,3,It's alright. Might look for alternatives next time.,neutral
dfb5641d677f417fd254773453755c40,148ffca6d6b46bd5f71a7b22154baae6,5,"Wow, this is even better than I expected!",positive
3ed5737a57c30681ed4fe4e178e71dfa,c57fbb30efb2a0170ccc3db897839462,5,Super impressed with the quality for the price.,positive
9c37ffb68274b917378f7cfb90fff3ee,a6ecc069c60805396f6a256b7b8e0883,5,Top quality product. Will definitely be ordering more.,positive
3c679bb6f8a6f605ee64473926bb7833,d748ba7c92c165252bd17cae1b93fd81,1,Terrible quality. Broke after first use.,negative
947932a5e8dfaab31ffb8e141bfa59dc,457bb809dc185c4a253943522fa1577c,4,Does the job well. Happy with my purchase.,positive
b977cc1b1a011d1be2de85e4af5b6bcf,1721eb90ee8c1fb7d6c2f81e8acd2a22,5,Best purchase I've made in a while. Highly recommend!,positive
7f7946762cc39390b651952039725a3a,dc70ac8fe045f98aac3bc1c2797f6788,5,Fantastic! My go-to from now on.,positive
8d6ba9a174a62b67d5f8059ca2f01c76,3edc1d26d1bd92c3c56e12bf85979f87,5,Top quality product. Will definitely be ordering more.,positive
adb379c00853db9e556ccb64c0ca5c9f,ae0be4e1cb2ae75b372e2f055876ff07,5,"Five stars, no complaints at all. Would buy again.",positive
1864f49a77e9d6b978f43ae4686ef876,fc355d449ceaea8f858ef33c4eba83fa,3,Average product. Expected a bit more for the price.,neutral
16d0d3aca69e8567aeb6f22597c9182b,1b729e56124765cedd186f2e66605e67,5,Delivered on time and works perfectly. Very satisfied.,positive
048f378c279edaa2fd310c1e339e896c,fc5fbd714a68c4cb0a3a927b2525109b,5,"Wow, this is even better than I expected!",positive
5a61a9f35bdb41a247718ae2484867cf,7fc930983a4062abd3407e7d6a0141a5,1,Worst purchase I've ever made. Very disappointed.,negative
020457f623e044ec4fe3c8db227908ea,524c24c3a53528c5a91a3311012fcef4,5,Fantastic! My go-to from now on.,positive
c537b04e4ead902d78793ee522a302e3,e5ef5de6da3c56ad874373fb7c10c53c,5,Great value for money. Couldn't be happier.,positive
d359218dd02ff873eae009f87d85cbf5,3bfd703ce884b8a0a65e63f2d4db6393,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
e417599cf87a7539535a72bc29ff87ba,bdd374a843bda6af81c48e0680622729,2,Had issues from day one. Not worth the money.,negative
68d7d2b633da03796252c46eca63a85f,91917ed8f3cff7119b635ee161fc926c,4,"Works well, does exactly what it says. Solid buy.",positive
bdbf9276610bc5eca42c6891ea493a90,06adc78b559bb5077b7748618fb45c17,5,"Five stars, no complaints at all. Would buy again.",positive
c93bb4dc7a5b2faeecea5fd6724d598e,1c4f77cb28067456e266e0660dd20bdb,5,"Wow, this is even better than I expected!",positive
b69c19aca85ddc14667e5f7dc60ca695,4e6e19799199fdb9bc1439118a8de912,3,Average product. Expected a bit more for the price.,neutral
8604c360e4fbe8101a01f0a915852534,e30c50d1f4deaae389eb54201acb8d28,4,Pretty good! Slight colour difference from the photo but still nice.,positive
3d0eaebdafb0fe5ab9c03c628cdfcafa,9afd8793167c97876e93424de3f01498,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
8c239d1f09a0fbcee0148e3de56d4166,7d2a5a0dfec1d4e81cdce3b0ab48607c,4,Pretty good! Slight colour difference from the photo but still nice.,positive
f86606905b1c962be33c934cc9c2524e,6258f184f313311383d31c1a6ea59b7a,5,"Five stars, no complaints at all. Would buy again.",positive
030f70195119f24a28be98fc407a7714,e96343d353d85658fdfef8ba65b57ea9,5,Top quality product. Will definitely be ordering more.,positive
76195d97e334d919f28c656d21ede3fe,eb9cf2c383ca81f5d9750cc9e75fef41,4,"Solid product, meets expectations. Would recommend.",positive
472c74f3989ccce851497dff5efab7f8,cdd88fe2cf9ac965891c9fc6b17c9c9c,5,"Wow, this is even better than I expected!",positive
def421df8f5ebc8afc5b1f88799903df,59bdbeeec9cd5173e5b9e86dcb9bce0c,3,It's alright. Might look for alternatives next time.,neutral
ddae7d6edb49bbb2029d7cb56fc7a1b1,923d48cd8689f993193b111a78125607,5,Great value for money. Couldn't be happier.,positive
a9b10435908c7bd5311470c5f9ebd303,73fc09cb2735860973151bca6dbc4169,4,Nice product. Would have given 5 stars but delivery was slow.,positive
1b19ba9b540b65eb4b93b5f2ccc5f942,87fd335973d9705b9c82ee68d314a8c5,1,Do not buy this. Extremely poor quality.,negative
578076138d638c2993b8710e537900df,b0a2019225451e417b6cc92baef9fc8c,3,"Not bad, not great. It works but feels a bit cheap.",neutral
924d321880b0e0c19725a46a8577c5e3,4d6ff00ff70bc8add58ab6f275c2b61d,3,Decent quality but packaging could be better.,neutral
561b27f6f330a8bd92b8fd47f86f086b,885e6b2a928b8989d31fe2e7db3a55f4,5,"Wow, this is even better than I expected!",positive
68d2c1d0b9b5ecc75abca8e87d867654,d592b82802bd7cdce8d3e8b48e07cd58,5,Best purchase I've made in a while. Highly recommend!,positive
b0552a78b7896b031b4b9726dafd683b,570804dc299e3fa393a39de3a62643fb,5,"Wow, this is even better than I expected!",positive
9ee857fddcabb523f1144544effa0ee9,2509129288c3aab692ab6651a58c7bda,5,Top quality product. Will definitely be ordering more.,positive
57bfc0d2586e151424a6412c045ea5b1,4e801b3860564f02745ba49a886fbc0d,3,"Not bad, not great. It works but feels a bit cheap.",neutral
197c3472e0f5ee7c26c04d8f587159ef,d8193633632c69edb143c6f25250fbc9,5,Absolutely love this! Exactly what I needed.,positive
62cd02747c2ba10921de1cebcc394cc6,4bf16e837c4354cd06225050a018094b,4,Pleased with this. A few small improvements could make it perfect.,positive
764c587207b9589949abd863bdb72dec,1790eea0b567cf50911c057cf20f90f9,1,Never arrived. Very frustrating experience.,negative
d5896932bae34feb2cde223c1f78e36d,e1cef1d9d9cdf18eb3f06c9ac41e3b50,2,Not great. Feels flimsy and poorly made.,negative
453811a7debcf6ad42502fc3a451f5f8,965e76a46add2947780548a4a1e9d661,3,"Not bad, not great. It works but feels a bit cheap.",neutral
a8f9907f50cdf2d978144644618eb119,fa3564e25054d8ea0e296c7b00233d39,5,Great value for money. Couldn't be happier.,positive
bce7208977c0f6f0027a38a58989f151,0eb75d20173919818bfebe16eaf91333,5,"Wow, this is even better than I expected!",positive
c6dc31454315dab695a8b8456bace084,eb61a0dc3ba358b0ee217497c460c277,5,Super impressed with the quality for the price.,positive
55e688c7728eaeea201f6d8ccd8141fe,96b4ac4e2ffc8baf3231dec72926b913,5,Absolutely love this! Exactly what I needed.,positive
b04ef950196d799dd6a1967c2832e0e2,2650915aaf92c36da9a8f87debb7bb59,5,Top quality product. Will definitely be ordering more.,positive
90e2f5a9b0304608388fd6d2454ec3b1,c91838d7476ccfd6cf843c084ab5c61e,5,Top quality product. Will definitely be ordering more.,positive
2c184a5ed33189ca4822cb1ea765b4be,3937dd4b1499f638732d32d8c8f0720d,4,"Works well, does exactly what it says. Solid buy.",positive
3fad103cd0208e0ba482063318eb1417,5bbe7f112bd14e57a504dd0fd237e362,5,Delivered on time and works perfectly. Very satisfied.,positive
2e9668e31fb249575eac43da2f163664,09e0732990558bc7eb24650cd444d8fb,4,Does the job well. Happy with my purchase.,positive
a79da5305758761d1cee03bcd175aa15,e337b8ea5137b4759a1261a1599d122b,5,Super impressed with the quality for the price.,positive
c52308fdd1e25e0d2f860ebd738fee1d,90cc566706d738d2c3c67cc806e0b4ff,5,Delivered on time and works perfectly. Very satisfied.,positive
066c0eb49d2e122fc1a61c9ad4463e56,b1c47af65ac03344fe07e4e74245c300,5,Absolutely love this! Exactly what I needed.,positive
c82789c82791cad60288fca5320622ce,9d4267186d4e276d018cc7c90291768e,4,"Good quality, comfortable and well made.",positive
be09c3eba0a43ebabc989aec8cc7c745,a7c318c46e14332323a101743ccfc72d,5,Great value for money. Couldn't be happier.,positive
1ea0fe929024d5a3d1ad67792c6b7826,048846960b74c996a4af7802498f52f2,5,Super impressed with the quality for the price.,positive
286235a95c8569ebcbaa71e01f7ca701,66d560d1c77317086f3332a6715ac1c1,5,Perfect! Works great and looks even better.,positive
9dc570f9207a301eaa610e73dc14c632,841f22552ef7bc21e205df35283025c4,4,Really good product overall. Minor packaging issue but nothing major.,positive
df245b313e2a2945b81df4c69d349c02,c1e31d7c0b816af8539eaeee20379889,1,Terrible quality. Broke after first use.,negative
221894cf48eac99ea8e784c52e9be004,5c37d6b170816f736bfa468714b2b41d,5,Fantastic! My go-to from now on.,positive
11b8f8c7b086e25fd43917c104650e46,2fd0fb45a29d604441578de95e174bb1,5,Absolutely love this! Exactly what I needed.,positive
561a18e680e9f2e08fac0c1b72fbb1c9,bf48c37aab37d5df8bf6bd53727693d8,3,It's okay. Nothing special but does the job.,neutral
5aa6fa305596861d4ddaf9d530372ef1,34c3abee8d77fe0a974fdfa816078235,5,Delivered on time and works perfectly. Very satisfied.,positive
b1a722293efa303c51e067270be0bb2c,04652586a8416e68609d21f267dee2f6,5,Top quality product. Will definitely be ordering more.,positive
e7a317c08250cd1c49c38a77390ae358,ef553ba476c9bf8051035dfc9fdeda79,5,Great value for money. Couldn't be happier.,positive
9e5a8d4b0bf7b5191e1c00d035b33728,ba8b9d2af2cab78e1ea29076e3b2b95d,5,Best purchase I've made in a while. Highly recommend!,positive
d4e2090218bfabf5edf10f751728d525,4b46a88e1ef489d0f8a7d454153636c3,5,Best purchase I've made in a while. Highly recommend!,positive
2619fc89e7c8d40800fd2301f1339c30,19419b6180c4c7b9f57c1753cef7b41f,5,"Wow, this is even better than I expected!",positive
8aa3b91b311d78114c9889b3ff86e69e,261bdcab01e8f8ebcf82abf1c64d9501,5,Perfect! Works great and looks even better.,positive
9b653633a75b7b0d1a0e854a4705b732,4fa1036b592aee1a8008e9dc0a7158c3,4,"Works well, does exactly what it says. Solid buy.",positive
976e77d0c36f07a31c73e5590ade2859,98dd966a1e38eb56010bc5d422f3d3ce,5,Great value for money. Couldn't be happier.,positive
97e9e63944cdc31e384a3a52969f7bba,039681a3b797611f717a3232e87f60ef,5,Perfect! Works great and looks even better.,positive
a9bc85b04e68725cec03e67b0a4bf2fc,316f68b737bb9d1e24ca9a1d4de6f352,5,"Amazing product, exceeded my expectations.",positive
792972abcdad4e7ac40f11946afabc17,f169bd689fb8b32ccd62df9050aebc0b,5,Best purchase I've made in a while. Highly recommend!,positive
ed547867f917460f38b272904de03dbf,53f9ab9e7f5baee308632794b9f723eb,5,"Amazing product, exceeded my expectations.",positive
77979283613ecee46c76a5008d4c8b94,cd6825309a436ed7785575f1ac55a38d,5,Top quality product. Will definitely be ordering more.,positive
0a8603cfa656a1414e9b76951e3a896a,363a9cad1728c3e133254825f3e853cf,4,Pleased with this. A few small improvements could make it perfect.,positive
358a138fe77d476827dede802f0c64d5,b3ccff708b4d00e9f5ddbbadfdf427b3,2,Expected better quality. Probably won't buy again.,negative
dbf61f65da82162c4c1bccc64163fa08,2c04042e578878f9e172a2916e039ab1,5,Perfect! Works great and looks even better.,positive
1d38c5008120373cb9ffb74399461b25,a0718048b8aff866bc9372ef2e3c961e,5,"Excellent quality, arrived quickly. Very happy with my purchase.",positive
6957f4fd268224c861e7feee604b1158,c263211bd219538f7c031591e87ef0d7,5,Top quality product. Will definitely be ordering more.,positive
f6f95b35081235721b8e9129051ce0f3,6bb214f60f0b2331b730f74f70dc322f,1,Never arrived. Very frustrating experience.,negative
ffbfce78d5ab39e3b76e5a45966da68e,31be75ffd0c4b58ca777e72cd2352b14,5,"Amazing product, exceeded my expectations.",positive
b6463cf280aa4603dc189dfffce9f949,91dacce5950705b07fe767cc9fa118ed,4,Does the job well. Happy with my purchase.,positive
1fc627b5bf76c53fbe2b814d14c93a23,1314f9c897799df1cc402c6a2519d4be,5,Perfect! Works great and looks even better.,positive
92da34c312f93fbcaeb3e1d7bd7a9c6d,bb2683bb3a0698a14f77b5f8f3749a04,5,Absolutely love this! Exactly what I needed.,positive
0773fcd3233b88c5eb13bff88a55eee8,fb31bfd260ee565cb546aab5a4a28803,4,Pleased with this. A few small improvements could make it perfect.,positive
31cf4119c8cfde73700978c1d4457286,7a94606a015a9feffa3b4ac23e84d132,5,Absolutely love this! Exactly what I needed.,positive
75fd0e05173d6cdb6d3a90511d72391d,e9cdba9b8112d2c4cd5cd65431742977,5,"Amazing product, exceeded my expectations.",positive
d5450d1a3cd8bb265593f6c906b5d54f,38e9145bfbed86212bf884f4a8420fcd,4,"Very good, just took a bit longer to arrive than expected.",positive
807d71beffe8bdd4eef2e7e1e5d93f69,81c684bc700b0e67cd0461f8f1216b0b,5,Perfect! Works great and looks even better.,positive
621813b490ac6b11b817668f32134c4d,1f2add19935fc1d5e1b372fb638d8c6a,4,Happy with this purchase. Good quality for the price.,positive
dc7bf2a09abf8dfa41af8ab22e1cb98e,e834a6d9d3cea0c687c250fc654a0232,1,Complete waste of money. Nothing like the description.,negative
1e10836a2028f84e97de8527c72ae7e1,403b063e9e57ae6bbcfd6fae2bccfad4,4,Happy with this purchase. Good quality for the price.,positive
c9e332b3ba1c63e5aaaa55abae78bec7,8fae71b6f454805690863b38407497c1,3,Average product. Expected a bit more for the price.,neutral
06d54e563cbb0980f71a0f6b1758d274,50c67fc0ce3ee7959b7dfeeabfbe6b78,5,Top quality product. Will definitely be ordering more.,positive
a2a661a475870b9786b957830c89744e,68c76c01adcebe5c1bd51c0aa817bb76,4,"Very good, just took a bit longer to arrive than expected.",positive
11af78704cf621de90f5df5787728076,ec50de155ee50e1816b6a6df4371c4f1,5,Delivered on time and works perfectly. Very satisfied.,positive
