order_id,payment_type,payment_installments,payment_value
e5acfcde950aab469e4885712a1cb69f,boleto,1,71.38
7a4fa3c26b5a8846a34da9564571212c,boleto,1,273.48
df08d513a0f8e2fd9822effae92d84ca,credit_card,3,225.12
0b517c01a5b46fd3e16b389ea6f4ad3a,credit_card,1,22.56
2650915aaf92c36da9a8f87debb7bb59,credit_card,10,150.3
9dd764f96e7bebcba02aa61d0785c173,credit_card,10,776.39
fffcd46ef2263f404302a634eb57f7eb,boleto,1,386.53
cdfc8d98469b5469527223fa4d487882,credit_card,1,2.4
ffa4b16322a614306db6981043a52056,boleto,1,84.57
54220fcc516cabe9ec84b210c0765ef2,voucher,1,11.41
afb622d96607d2d13ff0a4e8ae16486f,credit_card,1,43.72
2b4525a187e754cd2c55f847056c76a9,boleto,1,135.61
403b063e9e57ae6bbcfd6fae2bccfad4,credit_card,2,127.25
f9d90a312f7c442297e418dbf9564475,boleto,1,33.0
fd8ca4a133991717f16d0e8e32f01ea5,credit_card,3,89.36
e72b2b30d599a41bea8514270f6b8930,credit_card,3,141.23
d4c04d37c42b6f03e9a2072bad331bbc,credit_card,6,235.57
265b8c2415ffccf3e31e5622aa91d95d,boleto,1,135.0
28fc46ceb57ddc6e17500a9482d694b9,boleto,1,113.26
a19b1e8a877c19f80257b15207bd186f,credit_card,3,311.68
3d521dbaec823d745bc7657d32442975,voucher,1,82.09
d764dbf4808e4b71b8602d2c1655767e,credit_card,2,20.29
8067c5e4834f3c0a3c8a4e921d65c5b1,credit_card,1,180.62
531694ee49280f6c3d2febd2c0f5334d,credit_card,1,141.86
167d27116a1c2e0290a505e98f352c3c,voucher,1,20.0
9d6b1d10fd62d8f52d1ee875b4842c2e,boleto,1,137.47
3edc1d26d1bd92c3c56e12bf85979f87,credit_card,7,389.16
9216e5f315f7427f8bc325d861e071ec,credit_card,8,212.94
f696d20b36a94c22477593f82ed4217d,boleto,1,29.78
6f0623ab7d14898da15e456013f185e9,credit_card,1,27.0
9d54b7013ee149b8457d484c63fc02ce,boleto,1,67.5
caa157284ffa71411abb3f7b94102de5,credit_card,4,75.65
2ee76a4a1d729880a350fcda807b492b,credit_card,10,141.51
7811343e37a3cbe3fd4755f1a448c765,boleto,1,261.54
bb9e3fdfc33f7fe56fd38f6adacf760f,credit_card,1,648.03
98432d028db538f876f9236a038d7c02,credit_card,2,107.94
da61998714e3b9c6399161f0225b63d8,credit_card,4,476.51
a8f412e6559ed350a64d8b9f2ecbcc84,credit_card,8,351.96
a3e5049813109c94cc49cc0883c80ee7,boleto,1,65.85
f2963764a8f4f435ab860e2e8c633d39,credit_card,4,123.27
aad1dcbe4c9fe2e3486e5e04c6649097,voucher,1,67.23
f8d1f0c2928f268becf4f82b181295c8,credit_card,6,133.9
5eba6d8afdd49d9208232bbd26e9fd0f,credit_card,2,116.83
0b50495c5cfeda8c9d7abfe80aea74e4,credit_card,5,57.22
00e1bdb3f1388c8ed222597ee4fa01e7,boleto,1,437.59
1d6d061efdb6cb19fd5b0805b95624f5,boleto,1,58.62
4f75714930281cf2a8b983e0dd8a3fde,credit_card,4,69.33
be580c71d638ce682e9792c27c7aacb2,credit_card,1,46.39
518ca81bf7a1b719e32d6847b6afff85,credit_card,7,102.04
29f49e25d09d4c903d8b17278b5e59bf,boleto,1,270.06
ba8b9d2af2cab78e1ea29076e3b2b95d,boleto,1,48.01
6ee1cea1b2edcc713f83ebfbccbc57f9,credit_card,1,77.01
19a3924da2b67dee34bf1f76a7689459,credit_card,1,68.4
b5a290773b1946d7fd79425b488b0e8b,credit_card,4,208.07
94be6b672a642c5c33415e7ccc13c00c,credit_card,10,139.82
e0e0363b6d647a1ce534335bb1d84ebf,boleto,1,805.95
e94197623546186601aa880a31269468,boleto,1,66.72
c819d9ce6576bb453e886c2e95aa5697,credit_card,10,2065.35
c7526406e8d22d3ce710861fd3d5633a,credit_card,2,103.04
9e7314b623f0dde678304009f6e16ee6,credit_card,1,57.99
b89c3bccb55bf39d693030905c3a2326,credit_card,1,132.66
69c3c3c160e3c97d69fc07a52b4d98d2,credit_card,4,192.68
58a72152512644cd6ee65accc9206cf4,boleto,1,111.93
a8f60b9282c2f8e193d23d668bb74fa3,credit_card,5,150.14
6db98cef3c7058f05f604483aadd2f14,credit_card,1,87.8
a9cdfd538e3a7e3fa7f39bb4197c6a44,boleto,1,145.47
ca5a59edbeb8c782bd62affe617fd6e6,credit_card,2,38.14
69ae6d6493cb6b0420c6e86da2cc3c3f,boleto,1,81.42
2e97685820b5ee3efa8b213f18899387,credit_card,1,61.28
db7d019ce87ceb1539bd37353ab408ba,voucher,1,100.0
7c7730a9be0a2cd5d43285e6e53476d8,voucher,1,39.34
7a94606a015a9feffa3b4ac23e84d132,credit_card,1,32.38
22474d84064cd7eb4a907ba3fd8a6398,credit_card,4,296.78
e6af9b3f52266ed3aee09ff6bb028afc,credit_card,4,329.06
c6bab3474f095311c68ed0f0285749f6,credit_card,2,120.8
3ddd23cf50cc3d0d89bb2cecfa137d93,boleto,1,120.62
bb06ae08acf9f68602e0b913282b62bc,credit_card,1,178.47
e10cd38d4b2c2c6a369d7e4a15645aee,credit_card,8,163.13
66dc3f697ad3da4fb292a49184f88aa4,credit_card,8,732.29
1314f9c897799df1cc402c6a2519d4be,boleto,1,65.0
b600d406784f1f3c7f6129e10cae215b,credit_card,1,208.24
680caaeaa537d89cb256b5538bd02773,credit_card,8,320.1
4896842ba3beb75beaf555d335e3aa5a,boleto,1,61.7
3dfc13832b153601db135cc36760ddb1,credit_card,2,125.42
c0e656a46d86c1957d0784b00f9a7241,boleto,1,335.18
2a0359586f9d564e2ffcba4e14cf54c6,credit_card,1,172.21
de11314f84cd5578a36ab8312ab5b5df,credit_card,1,180.32
ff72c6a3d900139a98122f63673dbb11,credit_card,3,105.83
542ed9dd96bd38be14a8dfa8abc13065,boleto,1,70.89
50b8c557d8dd265d4417824162c5888c,credit_card,8,428.52
de6849867dd230818cd854b69f5b21f7,credit_card,4,210.18
51bd57353e3e9dc73134394fac6f3ba5,credit_card,10,111.19
5727f102c85ddd314cc3158d4e044e94,credit_card,3,73.34
a51cf85ecb6bb335d21abd348a85acd3,credit_card,2,50.51
7a29d9cef76355b4b32321cc4c9e58fa,credit_card,1,57.24
0584a31bb6abbd3dcc27e2d464ac863d,boleto,1,21.62
cecab9a50124b827ad862cb191df18a8,boleto,1,176.99
431a73cf857d30d431ab61a5ed6909d8,credit_card,8,106.16
9230c8324320aabb46dcfbc11da845aa,credit_card,1,46.22
6064862631581009b8eb676bc264d91f,voucher,1,40.11
16ab8ecb99315867f046f225b832649e,credit_card,2,234.46
35a6518f311840d6bbc5998c7201db80,credit_card,5,108.0
6bb821f726200115364aae8fe1126ee1,credit_card,2,139.86
f2c7b7b22424073513e3324e8b78771f,credit_card,5,67.5
2c3c322c51f8d1a0da8e2de75db68341,boleto,1,110.77
f0fbc60d51bb40c156688d9ce008237f,credit_card,3,117.26
8a6b619c3aff55f02ec3cabe6d746ce8,credit_card,10,1053.84
5cd692d410145f2f1d7ac869a323707c,credit_card,1,105.77
6275954c6646fe2a6fcc3b1f7771de04,credit_card,6,66.67
ead44d01d54591915544516e05a8b76c,credit_card,2,128.86
ff3d19da0194cd44460fbb6fbf4ed7b3,credit_card,10,193.84
a8ae22d68419abf4bbe92b7623b08657,credit_card,1,53.9
1a4bb746c3efa60e5a9e2203b3a94eed,debit_card,1,134.91
76020f0be1e0d6421959f71f724f5048,voucher,1,50.0
c679e1baef76a7cf123dc697fe11c7ad,credit_card,8,107.78
03ea970e60ecfa4b84a69ddc665262a5,credit_card,6,132.57
cef5e3ca97aed8bc63fe5f55a26633a6,credit_card,2,77.57
ff1a118ab3b997d4c3f8ffad8e6734b8,credit_card,5,148.15
8210bb31459a84e6b7e5c42367d1c127,credit_card,7,74.32
885e6b2a928b8989d31fe2e7db3a55f4,credit_card,5,259.91
dabe75dc242585e529fea2c265e70da3,credit_card,4,86.6
15e8f1d0967f04f82bb45fad40cc1e9b,credit_card,8,580.47
252ccbf5764c53809f99daee8815db09,credit_card,1,28.88
4e8b695203ce1447833493b8898ad943,credit_card,2,26.78
a7b3d11d05a59e62a799d50ad789abe7,voucher,1,68.55
d9315248c746eae375828adf46ae3eca,credit_card,1,116.67
41edd5d27833b73b29761df99f146624,boleto,1,56.01
aff7272552bd176268229d8c5883fce8,boleto,1,67.44
1d59b360ab8917af7b326a6e8709f2a1,debit_card,1,140.33
17ae981255b9bbb1d37590db2402ab87,credit_card,1,28.38
a7a256d455df2402da6d060321656b20,credit_card,8,442.81
6f37ff3b4769ed4a683eec4de7f38a5a,credit_card,2,89.75
f271576bed568e896f99eb710cd3a6f8,credit_card,4,824.76
76a49c5fef54cb6ca3491709fbb1690e,debit_card,1,68.23
1becc10041758cb1c9bcefcae76957cf,credit_card,5,130.89
ab2074b3788d9e68a23db714cbf70f9d,credit_card,8,237.59
7bab8fdc27c8cc367c51bb3c4f8bcc42,credit_card,10,128.24
f393b5ab60dfcc6d8c8000240a1a230f,credit_card,10,149.88
a3e07c6b717e74f8c384d148d7903e66,credit_card,1,81.78
09e0732990558bc7eb24650cd444d8fb,boleto,1,52.53
732f26c55f8366066c096f572cb73854,credit_card,11,117.65
aa523156b5162b36d717c11ab1d48509,boleto,1,249.4
077c116b10b1c482b78d24fad9fa14a3,credit_card,2,56.45
386b7bf21f38606191446a1c627e2de5,credit_card,1,73.06
0690b2d9b983cf580f407531575622c5,credit_card,1,126.64
4ece3211dc7b96c8b646fa8a727039e2,boleto,1,23.39
4ce809baf1b96894592348ee63179754,voucher,1,20.0
5dd47ef6835a273cdef464b77feacc62,credit_card,1,186.82
9642b13c114c03323a92dfa7aba902d7,credit_card,4,74.16
6bccb079bb15008eb3a71c4ed74cf9b5,credit_card,2,122.17
d6a5b1dabb71e6af751ca35e7ecbcae2,credit_card,4,216.6
53239db74c7835641f106ef90b3d0100,credit_card,1,154.9
d38165ac0823af98c6668c357fe19b5c,credit_card,3,87.98
2f03dc11560f16242cd6cfbd13c05036,credit_card,8,196.7
96cf8493c8ad7d974bfd60128baff467,credit_card,2,151.99
b4507f69b71b51c75fbdbea7912ee840,credit_card,3,70.74
0961e67affdacb23a647b67618e2bc70,credit_card,5,283.2
57a382ec5b2ec69093d3bdc7de3ec927,credit_card,2,504.3
54220fcc516cabe9ec84b210c0765ef2,voucher,1,9.73
7621ddb8114cb72e4ac4673daf869f93,credit_card,2,151.95
4e9d991478ce9d386648f6dd85475b6c,credit_card,1,60.42
d2f87ac39d8b31e615528ca52e5c8434,credit_card,4,42.47
afde4304cb6e11145784b6ea2126bb33,credit_card,4,106.17
6e089ddde2c178b6b61fcdda22c9e84e,credit_card,10,188.2
c61c0270f78b8e83946c5ea769c2cff9,boleto,1,117.93
3fed420f0e0d468c546de1be02bf7642,credit_card,10,755.92
1c4f77cb28067456e266e0660dd20bdb,credit_card,1,45.19
aecd12eef9fabbbde3ee307934546868,credit_card,10,148.79
a6a6c002fd9f0e9eb0c0148448cf8863,credit_card,8,678.36
3a662f13db1a41cf57b7869e31d1e17b,credit_card,1,109.28
942e72b3badcc620649a63aca9e9f8a9,credit_card,1,362.15
31a36522fd3998f250795c1e732acdac,credit_card,7,245.35
3ee6694bb99d5a6db0deceffcd099597,credit_card,5,54.92
a59c3add113d01bce5f53f04fc17d73f,credit_card,3,87.88
becacb74a2852573d3b095348a9da1ed,credit_card,4,75.25
67ad45f6efc3483b12ad1dcc36d868b5,voucher,1,100.0
d27a1b863a5393c76d910b9563093adc,credit_card,5,192.69
49b54766a6cd815e2922e7be61248254,credit_card,2,255.58
fd0342fda6ba083712b6ed0d4e6ac483,credit_card,5,102.48
2b26d4ec0d12960a923e757112cf1f29,credit_card,10,296.27
455c3e2713829a42bd8d371c9c784d17,credit_card,1,28.23
c38123fe01a5d1757b545ecfccb89c0d,credit_card,2,138.48
7b88b6206dd4a32a6d7301d8d6973303,credit_card,1,155.14
582a62f5a24b7827f84ff3b7091b8549,credit_card,1,268.04
b0d99560d7b147f5cbc4a4961bce663c,credit_card,2,157.95
89b5845c9341e01e139bfc80ad813feb,credit_card,3,88.62
3e6c77a5839517805ed2f8f80e7d9054,voucher,1,21.38
ab27a99818cdb3007d7a107f62ab4aea,credit_card,3,34.55
80000ae9d118d79953522e35cce34f13,credit_card,2,121.72
90c6e60786251825a184d18d6a4718bb,credit_card,10,194.33
a43233e3aab4afcc9b0160f77dfadd82,credit_card,1,19.36
22bd0b5dc9f8dbddd22aeab8ef27fd85,boleto,1,310.11
941ebebbc2c3685498a892e2a29237c9,credit_card,2,66.64
ec34ce0f06a9a35ebf0f0496d595bc84,credit_card,1,126.68
4b5a633706a4d625b6ce674e3de0c445,boleto,1,35.14
b7a418412fbab412e2a4da964aa235e4,credit_card,1,90.17
0e344e615390f8528b42e277875f0ba0,credit_card,2,51.79
4f3e282da4819759c89437af78a30d05,boleto,1,61.01
a2eb5d639e60dc92388b4177edfc52a4,credit_card,2,120.26
7b25b2356eef14019a831a9c9636c146,credit_card,10,149.65
9d107f7c71a717cfcccc479c9e300302,credit_card,6,122.02
3b48b36a80274ce463ba3def46d6f998,credit_card,2,155.73
2286b145b395497c04386640eb5cb5cb,boleto,1,111.41
a61122f2a4bb6c7479310694e0657167,boleto,1,21.71
884cb4ce4a06390d35206de06f785d13,boleto,1,24.38
cf4eb4d5203f0c0d14f191c15de0743e,boleto,1,40.0
e736e8be46e455e1393b356298420641,credit_card,3,46.39
082b1b681e5c80c5334f290e6d5a5405,credit_card,1,55.54
c9cdc25f8eedefdbf5ddf8323c013010,credit_card,2,173.07
39dab0c9ea1c7c66a1a516423f50c97a,boleto,1,65.0
4bf16e837c4354cd06225050a018094b,credit_card,6,60.0
603abf924f26183ae2fd9c6b1fe23a80,boleto,1,47.88
5b0ae07059a9f7a0b52fd3b131c7dc73,credit_card,5,107.65
357f073c68543005a0065892f53ae4f4,voucher,1,66.66
761635b00759928f8a05278ed264f8bb,credit_card,2,339.03
99e4bed65a545aa74dfbdfe233f052a5,credit_card,4,116.74
d9e223f2fca6aee33e9374cd57b8d220,credit_card,5,86.08
479715da59efdc67c1722f985a94d18c,voucher,1,42.0
7d8db373393c49a61b22e4688965988e,credit_card,1,9.11
a83bb8ac33348c821f5d1062e6aa2027,credit_card,10,300.08
b8c12de243231c164525a1ff7a08b60e,credit_card,1,61.75
aa7ec2352031fdede37174861e5b20ad,credit_card,1,75.76
be27ab7c550fcd6a7988396258c309f7,credit_card,4,230.84
357f073c68543005a0065892f53ae4f4,voucher,1,60.99
1c0ed0f1981e710449d7d5483d4ce8fe,boleto,1,50.05
3faea9ccc65ef88c63119314772b5598,credit_card,3,67.77
f3e92f44e615fe19fd17a8c517224040,credit_card,5,51.69
99f10393ec3328b3b416a154afd5d714,credit_card,5,155.14
88fb267a50efb599d94ac61abec346b0,credit_card,3,82.84
6916bfc2979a20759a964f5addee58d3,credit_card,1,168.33
f581fb09c9f7d67c2d7035ac36dd49e6,boleto,1,335.98
1d438f1cb0e0df5c44e967567256d4a5,credit_card,1,821.26
e5ee9ad6e9f3659c27ad0673151f467b,credit_card,4,286.25
f000585cce3f9d5edce0692f7e18bfda,boleto,1,268.77
d907dae45d8ccfff636cf4369e496bad,credit_card,3,71.56
304f936dacbeaf1ba58639e6c57b4190,credit_card,8,611.44
13cadcf6f032e98f0fc276734a16d743,voucher,1,84.25
b1c47af65ac03344fe07e4e74245c300,credit_card,2,28.5
a9d0ac57129ce34681afa30e779f3466,credit_card,8,186.94
d0caf7e56d00688a96b150cee9afc889,credit_card,3,39.09
0ce15b4615f37580142c31f7da6147e3,boleto,1,41.0
cc852cf36cf64a124456f5f10b2142ae,credit_card,8,872.17
27e2a7e5ef6ee74e734f296c3a0e33f8,credit_card,2,24.95
473db6bd9e60ec3fb425cd204fb8f4c1,credit_card,4,650.34
d3d6788577c9592da441752e8a1dd5e3,credit_card,7,76.65
7f95c99388c7aa1157d5992428f2e94c,credit_card,1,25.78
6aa2fc0ec99ae145158d9f9f790ada82,boleto,1,48.69
0bcf4c7784f314d5c92bcfc30b7813e2,credit_card,4,45.22
686fb1c21e29924074b592b5c2ebf96b,credit_card,6,83.27
e1509672293750128968e3d0089e1b5d,credit_card,1,197.01
ce5420f8e3e7e46d19de72c08c690ffc,credit_card,4,84.23
20abfea01c11807c1338e40792ca2db0,credit_card,6,61.58
77d9489f6394fff407ce6a4ab64957be,credit_card,2,153.73
4c9030a09c44d1059676919ef4b11265,credit_card,1,89.88
2741e16d029bedd26c95382328762047,credit_card,1,115.84
f1bacd724876b18375e9d4b7426ccc0c,credit_card,2,75.79
da3b31201f3eb351160956d5aa12deb6,credit_card,4,167.32
dc8c9fb3edc11055d2fa5198744dff2b,boleto,1,199.0
c95614cc539582d4d37f7effd5aa7375,boleto,1,238.41
c8bd36bd6778fcfa84172bf2b466c0d4,credit_card,6,131.49
bc4bfcffb1b6e4942fa9e911883e6c98,credit_card,1,61.75
8f66c7fa9b811026d696fc619becd5df,boleto,1,102.92
330e2bf62773e756f26a7b39ca758c08,credit_card,8,162.9
522a5e4ad2f2d51be25ae597da2b8197,credit_card,2,168.06
ba90ea1608e340fb0e265ea62c4a981f,credit_card,3,119.5
d5b95703830a61c73251a8a3dcdb9772,credit_card,3,218.55
61ec926d48941b3edbd4b5d4aaed5356,credit_card,3,33.51
0c04a8d0583f8011fd121211aac94d05,credit_card,8,354.02
1bfb270ca4a727aa929151dd9c9bd955,credit_card,3,286.64
b737d0aece7ff528ec36941e12664817,credit_card,10,108.0
e50fcda6d7d9a1e22b4d9d1d65ae8224,boleto,1,51.91
d643b90035abc9dd9c5dccfa857bb12c,credit_card,1,155.64
7d8db373393c49a61b22e4688965988e,voucher,1,20.0
4e08bdd0a71b43ba19f8c0a89c8ce665,credit_card,6,294.71
c57fbb30efb2a0170ccc3db897839462,credit_card,2,65.2
d054cc37dea401636693e25d78222470,voucher,1,38.89
81b1ecf11d38a0654a13192ce0fc2e5f,credit_card,1,111.92
60243a953c19e3606e7757264ea2ad3e,credit_card,5,102.03
db1cfa492610bccff9d25d439a9ff2b6,credit_card,1,32.56
c5286c3adca434033c81d5622ebf1c2f,credit_card,1,57.68
2736bf7aab22cee55c31e7fedc6e2a45,boleto,1,552.18
884199734cfb1a00ae1fd610a03e8a4e,credit_card,2,85.08
91dffa2edbd51a725ad5a704d4635b1f,boleto,1,145.9
b721972cedcd805cf76991c48731eca7,credit_card,1,73.34
653f05432280006916452a2fbb55b136,boleto,1,60.92
c7ab4f518d1a47c3f78768c41c887d1b,boleto,1,40.17
4db394cc1f82f9677998cce47b3bfd21,credit_card,8,729.51
13a6b84d8ffc29e4607ddcb4170cd8a4,credit_card,4,187.34
ddeb944cad8c597ee45d421a640f164e,boleto,1,151.32
a96e4916afbe040afbe005d10eb41523,credit_card,10,202.74
2033a4586b5bec3229ebc1675a8ae092,credit_card,2,50.35
f6020d7ed890e28795ef0bca882cfdf1,credit_card,1,40.74
e419e5015f43887f330150fd21ff60f6,credit_card,3,244.81
dc3a9c70f04d717803fbcad2cbbddea2,credit_card,3,94.23
3b29140787c6e85abba4fa2e24eb500e,credit_card,5,212.94
e1d010e4693683466fcd40145f3c084f,credit_card,1,2.95
3e63e45cdcc3ef1367a5d9cc33bd5545,credit_card,5,133.76
0b6d11d4a289a1574e8888f2558dd548,credit_card,1,75.53
42113e78f28f6201edc22b1a9f50ca81,credit_card,2,130.02
420ab5f8b0999c674c7438c38ecdda17,credit_card,10,131.16
0a75d2b40c23e608bc7bac42a6c8e508,credit_card,4,206.49
c1e8ab8d063eba72d530b57e5b05f919,boleto,1,1030.44
aed8a6355c72e229dbe6db611871f210,boleto,1,94.77
f05ef3ecdb7796d93e204c0a7ab76759,credit_card,8,264.59
b041fef38844f3b487478d3c16c3ff90,boleto,1,77.57
baf34be6cfe3f776452debc5836c7c4f,credit_card,5,129.91
c103d6905dc7e83d02a0f86e5a0ba4bb,credit_card,1,96.47
5076a734a6657a96ccc71e2bc8874e08,boleto,1,140.98
86a6d09b2d1149ef6c9e0f8bf09d3a7b,credit_card,4,315.72
afacb4d50c5827bd19cc5e0c7e3d307e,credit_card,2,121.9
d95236c2780d744b3bd884f327590d14,credit_card,1,146.68
352c1b4ad4321180c659a1ab18d24752,credit_card,1,79.23
ce6b3b598089dc75751e6f6d7a343417,credit_card,1,27.79
60e9d08b7a6390df94673a13d1d3c0f3,credit_card,1,30.38
6c23e2678bf779526bbb96776800a471,credit_card,1,71.36
c4cc03bca99df6978ffec2cf33fe0acd,credit_card,2,283.61
9dcac4ea4003e5185ee8b597ee1f8854,credit_card,3,161.7
03f2794ace8d10c0af8614f6fac2be3e,voucher,1,108.19
52191b9f4d5c244d1bfe01a95f346331,boleto,1,173.88
1f1d5024dbbfd1773a41998b6097e1cb,credit_card,3,70.14
7e772cb45f952aa56139d1cce1c308dd,credit_card,3,72.8
c66a6afc1a7328bd219214cbf7cf80d5,credit_card,1,1.28
21210d0eb0ac7cb1b22057ff1eca09c5,credit_card,1,45.22
844f7449f9593fb8f8804b997e9210e6,boleto,1,63.01
9f7db45b6f8cc96acdf9c10d8a56bf74,credit_card,5,104.7
41901ef295b6a4e15de7843558af4ebe,credit_card,2,32.68
53f8893a652ff59a88793de9e5817ab4,credit_card,2,70.15
27dddf4ebdd39e9cf4ec26a3499bd2af,credit_card,4,123.53
7cd365ff7ab370ab236b1abfad4e188a,boleto,1,49.24
3d521dbaec823d745bc7657d32442975,voucher,1,21.92
5d84d2af140f3d69293995b16e8f8eeb,boleto,1,893.52
17510720f670481600a76f4d188d7b5b,credit_card,1,30.09
03d9b0241efc2b1690172701f6800f21,boleto,1,50.83
fd0bf90d8165b278520062ea17733c9d,credit_card,1,107.06
1e7a7f6b2d73e0695ca934a7a66cc771,credit_card,1,64.34
443ed86b157df243aa07508ada4b34ca,credit_card,2,74.08
e1c8b1502b402a1284350d261a89cb9a,credit_card,1,40.11
c293ca42a5c5696d69f9de1acff91b4d,credit_card,6,69.24
a77696c7b42da1121205a92ddae7b5c7,credit_card,1,40.35
710a17b0d3c3a2ce582552d6bd8f6446,credit_card,4,92.41
869e5bd441672657e6b28cfa5e685fd4,credit_card,5,55.09
c6b0f4a5ccf598922d592d8c56c044b7,credit_card,5,211.12
7f4ffc58a759986d20c8c592bb7c5cc0,credit_card,4,199.29
65ac166c30ce56f69586b063209ba83f,credit_card,3,71.91
8895673f81ae9b1b7ecd868bd707b243,boleto,1,178.03
f55e3574a0c2475fa05dc439e338b8ff,credit_card,2,136.9
42802b4a173a8c9b8a7039b19c419fc6,credit_card,10,413.59
53986010cd24a083e90498682f8129b8,credit_card,2,264.04
463dc1b7fe6a8f19d740aba99d88ab73,credit_card,3,76.65
5b6d41acb7c2e60bf82df4d27888b501,credit_card,8,208.2
048beca6ccda094fb80bbc704d7c493d,credit_card,1,173.6
e1cef1d9d9cdf18eb3f06c9ac41e3b50,credit_card,1,107.3
5f4fb6276021ebd35972ce9dcccfed59,credit_card,1,70.49
be9b657bc6db0ce7ee053472ae3e3fb6,credit_card,8,168.75
11483c6a164cf839a3b0c945acc5935e,voucher,1,20.0
5175f15824e2cc42b048406820e7d7ce,credit_card,2,61.84
1af215a28c496e6d38edbd01e261f044,credit_card,3,104.62
b8098f09f8705fca53b00b8c45163d6e,credit_card,1,58.64
728b33a8cc080976c038c26fefaf9492,credit_card,2,81.98
eb61a0dc3ba358b0ee217497c460c277,credit_card,3,138.53
bda572f45be73ea760e1284b291abdca,credit_card,2,54.0
9446826a31cabe320b77ce398b32a40d,credit_card,8,816.84
6f4d7831b4beb4c6c46bbcbf3a84df71,credit_card,1,27.38
7a398cc355d3a1a2d9101b5879b40cc8,credit_card,5,134.9
8deef23d1fd8c6c5f9f3d449baec0648,credit_card,2,297.8
